#IC86events[1/year]	sigpSI[pb]	sigpSD[pb]	sig*v[cm^3/s]	mdm[GeV]	DM[Fermion|Scalar]
2.1109e-09 7.1567e-14 0.0000e+00 5.5032e-26 1.8744e+03 S
1.7908e+01 3.2341e-09 9.4923e-05 1.4408e-26 1.0468e+02 F
5.0735e+00 1.2030e-08 3.7803e-05 1.7905e-26 7.1240e+02 F
1.9704e+01 6.1458e-12 2.0856e-04 1.6287e-26 1.8043e+02 F
3.8566e+00 2.2935e-08 2.3552e-06 8.5292e-29 1.6829e+02 F
1.2282e+01 1.6519e-09 5.3929e-05 1.5968e-26 2.3383e+02 F
2.9643e-33 2.1981e-19 5.0992e-18 1.3906e-39 7.0242e+02 F
4.1282e-07 1.0021e-12 0.0000e+00 5.5182e-26 1.8719e+03 S
1.3554e-03 1.6710e-12 2.7178e-07 1.1084e-28 1.9700e+02 F
1.2198e-18 3.4982e-21 4.1333e-15 7.0457e-27 1.2120e+03 F
3.7523e+01 7.7946e-09 2.4769e-03 4.4764e-28 7.1820e+01 F
2.4473e+01 2.7884e-08 1.7633e-03 3.1915e-28 6.8030e+01 F
2.2102e-04 1.9383e-11 0.0000e+00 7.3579e-26 1.6373e+03 S
6.0176e+01 1.1298e-08 2.7763e-03 5.1905e-28 8.3470e+01 F
4.8358e-06 4.1413e-12 0.0000e+00 4.6973e-26 2.0325e+03 S
3.8278e+02 9.0400e-09 1.5834e-03 1.1739e-26 1.2079e+02 F
4.5219e-09 5.6625e-14 1.0860e-10 9.0972e-27 1.0654e+03 F
1.6398e-10 1.8400e-14 0.0000e+00 5.9306e-26 1.8052e+03 S
1.9942e-13 1.0484e-14 2.3609e-10 5.9562e-32 3.9366e+02 F
1.5076e-08 1.4609e-13 0.0000e+00 7.0795e-26 1.6518e+03 S
4.5166e+01 7.5353e-09 2.8183e-03 5.0894e-28 7.4449e+01 F
1.6947e-10 1.9000e-14 0.0000e+00 5.8460e-26 1.8186e+03 S
1.2528e-18 7.8870e-20 3.6346e-15 7.7995e-27 1.1514e+03 F
4.3911e+02 1.3772e-08 3.1296e-03 6.2605e-27 9.7057e+01 F
7.9488e-11 1.0313e-14 8.5169e-12 9.7765e-27 1.0274e+03 F
5.7060e-07 1.6711e-13 1.8516e-09 9.2817e-27 1.0547e+03 F
7.6673e+00 6.2279e-09 7.9206e-05 2.1595e-26 6.4672e+02 F
4.5333e+01 1.9679e-08 2.6346e-03 4.7525e-28 7.7662e+01 F
5.3636e-10 3.5381e-14 0.0000e+00 5.6027e-26 1.8576e+03 S
1.0102e-11 6.3067e-15 0.0000e+00 4.4142e-26 2.0946e+03 S
1.6708e+01 2.8749e-09 1.5921e-04 1.7166e-26 1.8746e+02 F
1.4865e-10 2.0039e-14 0.0000e+00 5.2368e-26 1.9219e+03 S
1.9914e-09 4.3043e-14 5.6525e-11 9.6497e-27 1.0341e+03 F
2.4438e-05 8.1371e-12 4.9146e-09 7.7813e-27 1.1526e+03 F
4.9050e+01 9.7460e-09 2.9135e-03 5.2577e-28 7.6674e+01 F
2.0283e+01 3.3083e-09 2.0985e-04 1.6408e-26 1.8043e+02 F
5.0184e+01 7.8244e-09 2.8419e-03 5.1245e-28 7.8961e+01 F
4.3705e+02 1.5851e-08 1.5197e-03 2.4572e-27 1.4566e+02 F
1.2323e+02 1.3092e-08 3.5507e-03 8.4314e-28 8.3232e+01 F
3.1138e+02 2.4507e-08 1.3398e-03 5.6502e-27 1.1833e+02 F
7.8103e-22 2.7572e-15 1.4787e-12 6.3110e-37 1.4041e+02 F
3.4351e-09 1.0293e-13 0.0000e+00 4.9308e-26 1.9808e+03 S
1.3215e-01 1.2871e-09 3.4206e-07 9.3503e-27 1.0162e+03 F
2.1185e-07 8.3803e-13 0.0000e+00 4.7910e-26 2.0124e+03 S
2.2615e-12 2.3824e-15 1.1055e-12 8.5528e-27 1.0991e+03 F
5.0244e-10 1.7757e-14 5.3358e-11 7.4230e-27 1.1805e+03 F
6.2660e-07 1.4126e-12 0.0000e+00 4.8830e-26 1.9910e+03 S
1.1154e-05 2.9175e-12 5.1578e-09 9.2396e-27 1.0578e+03 F
4.8790e-03 1.2726e-10 0.0000e+00 8.8195e-26 1.5403e+03 S
7.9700e+01 1.2641e-09 2.3940e-04 1.8765e-26 1.6131e+02 F
3.7088e+01 6.1988e-08 1.6009e-04 4.4808e-27 1.0644e+02 F
9.9028e-06 2.8916e-12 4.7511e-09 9.1364e-27 1.0632e+03 F
7.0470e-06 5.2547e-12 1.1705e-11 9.0553e-27 1.0672e+03 F
5.7946e-11 1.3837e-14 0.0000e+00 4.7786e-26 2.0125e+03 S
2.0250e+02 3.9126e-09 8.0045e-04 1.2916e-26 1.2437e+02 F
9.3881e-01 1.1934e-09 6.6163e-06 1.2082e-27 2.2761e+02 F
4.3428e-12 4.2510e-15 0.0000e+00 4.3040e-26 2.1212e+03 S
1.1559e-08 1.0602e-13 1.6085e-10 8.8384e-27 1.0810e+03 F
6.7869e-08 3.7351e-13 0.0000e+00 5.9519e-26 1.8018e+03 S
1.5614e+01 3.0771e-09 1.3678e-04 2.0324e-26 2.0375e+02 F
1.0075e-04 1.6460e-11 0.0000e+00 5.6854e-26 1.8563e+03 S
2.3158e-01 1.5086e-09 1.4372e-06 9.7539e-27 9.9640e+02 F
3.9780e-04 3.8981e-11 0.0000e+00 5.2498e-26 1.9733e+03 S
5.9283e-05 1.4721e-11 0.0000e+00 4.8231e-26 2.0168e+03 S
7.1673e-16 1.8055e-18 9.3997e-14 7.2884e-27 1.1915e+03 F
2.7854e-13 3.1321e-12 2.2300e-09 4.5948e-34 1.7184e+02 F
6.0348e-01 1.4524e-09 7.7868e-06 1.3435e-26 1.0034e+03 F
1.0249e-10 1.7172e-14 0.0000e+00 5.0887e-26 1.9501e+03 S
4.9166e-11 9.9669e-15 0.0000e+00 5.9912e-26 1.7963e+03 S
4.1281e-17 1.0879e-19 1.7347e-14 9.4063e-27 1.0476e+03 F
2.6219e+02 1.3088e-08 3.5270e-03 1.3430e-27 9.0662e+01 F
8.8180e-08 1.8236e-14 9.3467e-10 8.0501e-27 1.1331e+03 F
8.6905e-03 4.3532e-12 1.1090e-06 3.7874e-29 1.4183e+02 F
1.0814e-04 1.8288e-11 0.0000e+00 5.3095e-26 1.9235e+03 S
4.9745e-03 7.5604e-11 1.3331e-07 8.8564e-27 1.0941e+03 F
1.0876e-07 6.4189e-13 0.0000e+00 4.5055e-26 2.0750e+03 S
3.3926e-06 2.5268e-12 1.8590e-09 8.6732e-27 1.0915e+03 F
1.6420e-08 2.0748e-13 0.0000e+00 5.3157e-26 1.9084e+03 S
3.4801e-01 1.9077e-09 3.5857e-06 9.4469e-27 1.0810e+03 F
2.7319e-07 6.5960e-13 0.0000e+00 6.7243e-26 1.6960e+03 S
1.7752e+02 1.0209e-08 1.9705e-03 4.0478e-27 8.5683e+01 F
2.1287e-04 1.6042e-11 2.2465e-08 8.5448e-27 1.1025e+03 F
6.3820e-12 2.3410e-15 4.0537e-12 8.7732e-27 1.0851e+03 F
1.1281e-18 2.4103e-18 8.1637e-18 7.8869e-27 1.1450e+03 F
1.2280e-27 3.0755e-17 5.4615e-14 1.0254e-38 1.2999e+02 F
4.2977e-13 4.8432e-14 3.7991e-10 1.0376e-31 7.6507e+02 F
1.0868e-04 4.7842e-12 2.0627e-08 9.9167e-27 1.0226e+03 F
2.3944e-06 1.7762e-12 2.7670e-09 7.5927e-27 1.1675e+03 F
4.2257e+02 1.0955e-08 1.6274e-03 2.5961e-27 1.3049e+02 F
3.1902e-07 7.9635e-13 0.0000e+00 6.0585e-26 1.7858e+03 S
2.1642e-01 4.5126e-10 3.6704e-06 7.5957e-27 1.1270e+03 F
8.5221e-07 7.5233e-13 1.3834e-09 9.6082e-27 1.0365e+03 F
1.0744e-10 2.0891e-14 0.0000e+00 4.3523e-26 2.1097e+03 S
1.1458e+01 2.2731e-09 7.7870e-05 1.8992e-26 3.4539e+02 F
1.5104e-10 1.1570e-14 2.1387e-11 8.3584e-27 1.1119e+03 F
4.8177e+01 1.4746e-08 3.1098e-03 5.6188e-28 7.2853e+01 F
1.0735e-11 6.6061e-15 0.0000e+00 4.3500e-26 2.1099e+03 S
5.4877e+01 7.4148e-09 3.3863e-03 6.1143e-28 7.4870e+01 F
1.6180e-05 3.8227e-12 7.8713e-09 7.8834e-27 1.1459e+03 F
3.7269e-06 2.5979e-12 1.3826e-09 9.6995e-27 1.0312e+03 F
2.7821e-06 3.0471e-12 0.0000e+00 4.8099e-26 2.0075e+03 S
1.1372e-08 1.3884e-13 2.0379e-10 6.9215e-27 1.2229e+03 F
2.6987e-08 2.1060e-13 1.9361e-10 8.5374e-27 1.1000e+03 F
6.7336e-07 1.2715e-12 0.0000e+00 5.5615e-26 1.8646e+03 S
1.3633e-07 5.2973e-13 0.0000e+00 5.9577e-26 1.8025e+03 S
1.1177e-26 4.2248e-18 7.3757e-15 1.3606e-36 2.2952e+02 F
6.6676e-16 3.2539e-17 3.0077e-14 8.6580e-27 1.0924e+03 F
1.4047e-11 5.1260e-15 4.4607e-12 8.1899e-27 1.1234e+03 F
7.5703e-14 9.8475e-17 6.0167e-13 9.4819e-27 1.0434e+03 F
1.2479e-04 1.4958e-11 1.7369e-08 7.5875e-27 1.1609e+03 F
5.2625e-13 5.5421e-16 1.2878e-12 8.9555e-27 1.0739e+03 F
4.3338e+01 7.7090e-09 2.6557e-03 4.7941e-28 7.5186e+01 F
1.6130e+01 1.2907e-08 1.5107e-04 1.4518e-26 1.8434e+02 F
3.5228e+00 5.7059e-10 2.6593e-05 4.9043e-27 2.2928e+02 F
7.5607e+01 3.1928e-08 2.1025e-03 5.0540e-28 8.3543e+01 F
1.6989e-20 4.4187e-22 3.5556e-16 9.3797e-27 1.0491e+03 F
4.2011e+02 2.9041e-09 2.6431e-03 7.7540e-27 1.0065e+02 F
2.2798e+02 7.7049e-09 2.1459e-03 7.9891e-27 8.8364e+01 F
2.6880e+02 9.6268e-09 2.6456e-03 4.3340e-27 8.8590e+01 F
1.5962e-08 1.4051e-13 2.5881e-10 7.1679e-27 1.2015e+03 F
5.5160e+01 1.0965e-08 3.0746e-03 5.5428e-28 7.9782e+01 F
3.0265e+01 8.4885e-09 1.6819e-03 3.0320e-28 7.9878e+01 F
2.6693e+01 4.7416e-09 2.5594e-04 1.2114e-26 1.7564e+02 F
6.1932e-15 1.4841e-12 5.1863e-10 1.1396e-34 1.5465e+02 F
4.0979e+02 1.2034e-08 2.1482e-03 8.1231e-27 1.0746e+02 F
7.7704e-04 6.2896e-11 0.0000e+00 4.8827e-26 2.0610e+03 S
7.0736e-07 1.6030e-12 0.0000e+00 4.6028e-26 2.0511e+03 S
1.1626e-05 1.8388e-12 0.0000e+00 1.5423e-25 1.1156e+03 S
6.2077e-05 4.3404e-12 1.0417e-08 1.2131e-26 9.2172e+02 F
1.1574e-14 4.4385e-17 2.2222e-13 9.6224e-27 1.0357e+03 F
1.1388e+01 1.4464e-10 8.7290e-05 2.2447e-26 4.2067e+02 F
2.8245e-19 5.2790e-21 1.8615e-15 7.4626e-27 1.1774e+03 F
1.9998e-08 2.1041e-13 9.5148e-11 9.1269e-27 1.0624e+03 F
4.5553e+01 9.2697e-09 2.7305e-03 4.9281e-28 7.6231e+01 F
6.1004e-01 3.2097e-09 5.8608e-06 1.2198e-26 1.0351e+03 F
5.7677e-10 5.9978e-14 8.2651e-13 7.1376e-27 1.2038e+03 F
4.9608e+02 8.5628e-09 2.1349e-03 3.4327e-27 1.2190e+02 F
2.3506e-25 2.0858e-17 1.8573e-14 2.9287e-36 2.0925e+02 F
2.1770e-17 1.9829e-19 1.3992e-14 8.4663e-27 1.1048e+03 F
4.1400e+01 7.8033e-09 2.2697e-03 4.0914e-28 8.0617e+01 F
1.8692e-25 1.1106e-15 4.8215e-14 1.9287e-38 1.6878e+02 F
9.3361e+00 5.1084e-08 6.1787e-05 3.4814e-27 8.8192e+01 F
8.0843e-11 1.3146e-14 0.0000e+00 5.8353e-26 1.8200e+03 S
5.1540e-21 1.0104e-20 1.9599e-16 8.7976e-27 1.0836e+03 F
6.4297e-04 1.4818e-11 7.3319e-08 7.4733e-27 1.1900e+03 F
8.8811e-11 1.0390e-14 1.9569e-11 7.1414e-27 1.2037e+03 F
3.6187e+02 1.2021e-08 1.4774e-03 2.2719e-27 1.2520e+02 F
8.8954e-10 4.5276e-14 0.0000e+00 5.6360e-26 1.8521e+03 S
5.1087e+01 1.0648e-08 2.9448e-03 5.3119e-28 7.8151e+01 F
6.3710e+00 6.9905e-09 4.6810e-05 1.8306e-26 5.9521e+02 F
5.0419e-01 1.7029e-09 6.7877e-06 1.3371e-26 1.0685e+03 F
1.0666e-01 2.4183e-11 2.5671e-06 3.5897e-28 1.9974e+02 F
1.9085e-17 8.5730e-20 8.9949e-15 1.1987e-26 9.2686e+02 F
3.6042e-03 1.7305e-10 0.0000e+00 5.2989e-26 2.0967e+03 S
7.0637e-08 2.5096e-13 4.8003e-10 8.1884e-27 1.1233e+03 F
2.5390e-03 5.3929e-11 9.6833e-08 8.4542e-27 1.1235e+03 F
3.6711e+01 6.9607e-09 2.3307e-03 4.2100e-28 7.3640e+01 F
1.2878e+01 3.0526e-09 8.4975e-05 1.8861e-26 2.8064e+02 F
2.0479e-05 3.9132e-12 1.0893e-08 7.2507e-27 1.1974e+03 F
5.2457e-07 3.1368e-10 2.2562e-09 1.6906e-31 1.7951e+02 F
1.6354e-13 1.9490e-16 8.2335e-13 9.3949e-27 1.0483e+03 F
2.3058e-03 1.2800e-10 0.0000e+00 5.1611e-26 2.1099e+03 S
1.1458e+02 3.6310e-08 1.3964e-03 6.2240e-28 9.0676e+01 F
2.4964e-05 9.2954e-12 0.0000e+00 4.8670e-26 2.0103e+03 S
3.5991e-03 5.7220e-11 9.3587e-08 9.9356e-27 1.0211e+03 F
4.9673e-01 3.5469e-09 1.9414e-07 8.7840e-27 7.9498e+02 F
1.0783e-02 6.2428e-10 0.0000e+00 6.2561e-26 2.8643e+03 S
1.1908e+01 4.8687e-09 7.2010e-05 1.9977e-26 3.6749e+02 F
3.0494e-08 8.7711e-12 1.5069e-08 3.1751e-31 1.6690e+02 F
2.6735e+02 1.1112e-08 3.0510e-03 4.2639e-27 8.5860e+01 F
8.9530e-15 7.7247e-13 3.7835e-10 1.5883e-34 1.0940e+02 F
3.9495e-11 8.1835e-15 1.0582e-11 7.3284e-27 1.1882e+03 F
2.4949e-11 1.8163e-15 8.9430e-12 1.0940e-26 9.7064e+02 F
6.4083e+00 7.6396e-08 1.1008e-05 2.0679e-27 9.3348e+01 F
7.0591e-22 4.9768e-23 9.4378e-17 7.3905e-27 1.1831e+03 F
1.3841e-01 8.9434e-10 1.5152e-06 7.8418e-27 1.1309e+03 F
2.7989e-05 5.2604e-12 1.4715e-07 2.0342e-29 1.9900e+02 F
1.2545e-18 5.3542e-20 4.2071e-15 6.9136e-27 1.2236e+03 F
2.0336e+02 2.4154e-08 7.2246e-04 8.9330e-28 1.4032e+02 F
1.3796e-23 3.9415e-17 7.2022e-14 1.6623e-35 3.0362e+02 F
1.3356e-10 1.6107e-14 0.0000e+00 6.1028e-26 1.7797e+03 S
4.0901e-04 3.3730e-11 0.0000e+00 6.0274e-26 1.8140e+03 S
4.8977e-10 5.0878e-14 3.0598e-13 7.7745e-27 1.1532e+03 F
7.5855e+02 1.4014e-09 3.0286e-03 7.6846e-27 1.2612e+02 F
1.6067e-08 2.2531e-13 1.3850e-10 7.1295e-27 1.2040e+03 F
1.2816e+01 4.1379e-09 7.8044e-05 1.8060e-26 2.7593e+02 F
3.3086e-08 2.3318e-13 1.7484e-10 9.1624e-27 1.0615e+03 F
3.9258e+02 1.3687e-08 1.5340e-03 2.5894e-27 1.2785e+02 F
2.0096e+00 4.8454e-11 6.3317e-06 2.9991e-27 1.4474e+02 F
9.4426e-05 1.6229e-11 0.0000e+00 5.5682e-26 1.8847e+03 S
1.4701e+02 2.2500e-08 6.9467e-04 9.0462e-27 1.1050e+02 F
9.5000e-20 8.2093e-20 7.2124e-16 9.4122e-27 1.0473e+03 F
4.1353e-11 1.2231e-14 0.0000e+00 4.5870e-26 2.0543e+03 S
7.8280e-04 2.9903e-11 5.0316e-08 8.1948e-27 1.1205e+03 F
7.6430e-07 5.3451e-13 0.0000e+00 1.3343e-25 1.1991e+03 S
6.3534e-17 3.3096e-18 2.2846e-14 7.5503e-27 1.1704e+03 F
2.1565e-14 9.1834e-17 3.0312e-13 8.7058e-27 1.0893e+03 F
5.9950e-08 1.8819e-12 1.0207e-09 4.4849e-29 2.6862e+02 F
5.2301e+02 7.8785e-09 3.4932e-03 2.5007e-27 1.0516e+02 F
4.1891e-15 1.4882e-16 3.0726e-15 7.6993e-27 1.1590e+03 F
6.2118e-15 9.1890e-17 1.2613e-13 7.9148e-27 1.1429e+03 F
1.3021e+01 5.5462e-09 8.6778e-05 2.2293e-26 3.8268e+02 F
4.3316e+00 2.0972e-08 4.5133e-05 1.7941e-26 9.5622e+02 F
4.2199e+02 1.0970e-08 2.1499e-03 2.5658e-27 1.1357e+02 F
6.8967e-12 1.4481e-17 7.6141e-12 8.8682e-27 1.0792e+03 F
6.9759e-06 2.7120e-12 4.7342e-09 7.9792e-27 1.1386e+03 F
1.8126e-15 2.8926e-17 1.0314e-13 7.6689e-27 1.1613e+03 F
2.5409e+02 1.2725e-08 3.1556e-03 1.5586e-27 8.9313e+01 F
3.8404e+02 6.6740e-09 2.3144e-03 9.6703e-27 1.0164e+02 F
8.6810e-08 1.6640e-13 7.9647e-10 7.4449e-27 1.1787e+03 F
8.8446e-06 4.2380e-12 4.2242e-09 7.5256e-27 1.1709e+03 F
8.1984e+01 2.6305e-09 2.7043e-04 1.9454e-26 1.4200e+02 F
2.3609e-03 1.1471e-10 0.0000e+00 5.6589e-26 1.9661e+03 S
2.2431e+01 4.6744e-09 7.5275e-05 2.0732e-26 1.3187e+02 F
1.1335e-04 9.4103e-12 1.6869e-08 9.1883e-27 1.0595e+03 F
8.0330e-19 1.0886e-18 8.4922e-16 9.5166e-27 1.0415e+03 F
4.1652e+02 1.4742e-08 1.4021e-03 6.4461e-27 1.4132e+02 F
1.0533e-09 1.0287e-14 1.0125e-10 7.3374e-27 1.1874e+03 F
1.7065e+01 8.2474e-09 9.4669e-04 1.7068e-28 7.9886e+01 F
6.7632e-09 2.7705e-14 0.0000e+00 2.3864e-25 8.9317e+02 S
1.4359e-09 2.7313e-14 6.1467e-11 9.6287e-27 1.0353e+03 F
7.4536e-08 2.0239e-13 4.9135e-10 8.9827e-27 1.0721e+03 F
9.3500e-03 1.1169e-10 1.9896e-07 8.6794e-27 1.1057e+03 F
4.4964e-08 3.5121e-13 0.0000e+00 5.2109e-26 1.9280e+03 S
6.9135e+02 8.6338e-10 2.3476e-03 1.3264e-26 1.3722e+02 F
1.0233e-06 8.2620e-13 1.4630e-09 9.7721e-27 1.0268e+03 F
2.6206e+02 1.2394e-08 8.1848e-04 1.1687e-26 1.6241e+02 F
7.2449e-07 1.9327e-12 3.2337e-10 7.1220e-27 1.2048e+03 F
2.3160e-14 2.4889e-16 1.7070e-13 7.4765e-27 1.1762e+03 F
1.2822e+01 4.1380e-10 4.8050e-05 1.2038e-26 1.2509e+02 F
3.1537e+02 1.5954e-08 2.8898e-03 2.2746e-27 9.3419e+01 F
1.6807e-07 5.3650e-13 4.3669e-08 5.2614e-31 1.2041e+02 F
2.3847e-08 2.2461e-13 0.0000e+00 5.8686e-26 1.8146e+03 S
9.0329e-10 4.4772e-14 4.3001e-11 7.2880e-27 1.1914e+03 F
8.5978e+00 1.7482e-08 7.6645e-05 2.1342e-26 6.6110e+02 F
3.5046e-03 3.5817e-11 1.5013e-07 8.6899e-27 1.1014e+03 F
4.2438e+02 1.8045e-08 1.2960e-03 4.1820e-27 1.5933e+02 F
1.8170e+01 8.5955e-08 1.2938e-03 2.3425e-28 6.7885e+01 F
3.5807e-04 2.2878e-11 0.0000e+00 8.1258e-26 1.5586e+03 S
5.4692e-10 2.5264e-14 0.0000e+00 7.7389e-26 1.5788e+03 S
1.1164e+01 9.3344e-08 6.9214e-05 2.1407e-26 9.4195e+02 F
2.3955e-24 1.0285e-17 4.7370e-14 1.0554e-35 2.8409e+02 F
1.3369e+01 4.3651e-11 9.3660e-05 1.9591e-26 2.5801e+02 F
3.5967e+02 1.2676e-08 1.3289e-03 7.5945e-27 1.3083e+02 F
3.5628e-07 4.1385e-13 7.9577e-10 1.0905e-26 9.7199e+02 F
3.3324e+00 3.1832e-10 1.1073e-05 6.4347e-27 2.5140e+02 F
8.6766e-02 5.2757e-10 9.6144e-07 1.1097e-26 1.1012e+03 F
7.8198e-07 1.3714e-12 0.0000e+00 5.5653e-26 1.8669e+03 S
7.8945e-10 2.2527e-14 5.0408e-11 8.7480e-27 1.0866e+03 F
2.1682e+02 2.5469e-08 3.7243e-03 1.2704e-27 8.6553e+01 F
3.3903e+02 2.0124e-08 3.7031e-03 2.7114e-27 8.9309e+01 F
4.8763e-10 5.3820e-12 4.5349e-08 8.4995e-33 1.3711e+02 F
7.4659e+01 2.6120e-08 2.7698e-04 7.1429e-28 1.2807e+02 F
3.4674e+02 1.4697e-08 3.0418e-03 6.3556e-27 9.0947e+01 F
1.1971e-09 4.8804e-14 0.0000e+00 6.0359e-26 1.7897e+03 S
1.5553e+01 2.1307e-09 1.0659e-04 2.0027e-26 2.1912e+02 F
8.6542e-13 1.2865e-15 2.4871e-10 1.0128e-31 2.3282e+02 F
4.0021e-24 8.3058e-17 2.8040e-14 7.5667e-36 6.3382e+02 F
2.9798e-16 6.9381e-19 4.7023e-14 9.2299e-27 1.0577e+03 F
3.2298e+02 1.3572e-08 1.4848e-03 1.5095e-27 1.2350e+02 F
7.0566e-04 7.5281e-11 1.0188e-06 3.3052e-30 1.6205e+02 F
2.3992e+02 9.6475e-09 9.0728e-04 1.4539e-26 1.2825e+02 F
7.7557e-04 5.7007e-11 0.0000e+00 5.3295e-26 1.9636e+03 S
1.0128e-08 6.4032e-14 1.3583e-07 2.4754e-32 1.1029e+02 F
4.3496e+02 1.0932e-08 1.5340e-03 6.2631e-27 1.3478e+02 F
3.4381e-08 1.9000e-13 3.2635e-10 8.0215e-27 1.1352e+03 F
4.7023e+01 1.1043e-08 2.7214e-03 4.9087e-28 7.7940e+01 F
6.5997e-12 3.9321e-14 7.6377e-10 1.9456e-31 4.1228e+02 F
1.7692e+02 7.8577e-09 6.8325e-04 6.3951e-28 1.4310e+02 F
1.8739e-08 6.5064e-14 3.1836e-10 8.5886e-27 1.0968e+03 F
6.3193e+01 2.5083e-09 6.6271e-04 8.3980e-27 8.5598e+01 F
1.1281e+01 5.6540e-09 7.0987e-05 1.5939e-26 2.8627e+02 F
2.4179e-21 2.3146e-16 8.0442e-12 1.4946e-36 1.4305e+02 F
7.4653e-27 2.1434e-24 3.2658e-19 6.9303e-27 1.2221e+03 F
4.3163e-03 8.4610e-11 1.4160e-07 7.4256e-27 1.1783e+03 F
1.1806e+01 4.3304e-10 5.5477e-05 1.3345e-26 1.1082e+02 F
2.5826e-02 3.8274e-10 1.5991e-07 8.2251e-27 1.1146e+03 F
5.1381e-05 1.1208e-11 0.0000e+00 5.7761e-26 1.8367e+03 S
6.5094e-11 9.1422e-15 0.0000e+00 7.4006e-26 1.6148e+03 S
4.5152e+00 4.1716e-08 1.0857e-05 2.8110e-29 1.4629e+02 F
3.2364e+02 1.9363e-09 1.7499e-03 1.2487e-26 1.0544e+02 F
2.8549e-02 3.5635e-10 2.8611e-07 8.1635e-27 1.1500e+03 F
1.1447e-06 2.1737e-12 0.0000e+00 4.3499e-26 2.1110e+03 S
8.5618e+01 1.6209e-09 2.4178e-04 1.0100e-26 1.7212e+02 F
2.0434e+02 1.2954e-09 6.7811e-04 9.0224e-28 1.6549e+02 F
1.4452e+01 2.1305e-09 7.8214e-05 1.9374e-26 2.5017e+02 F
4.3012e-02 5.8854e-09 1.8841e-07 5.6074e-29 1.0848e+03 F
3.0740e-08 2.5733e-12 4.5492e-09 6.0924e-30 1.0783e+02 F
1.4943e+01 1.1497e-09 1.3995e-04 1.6994e-26 1.9189e+02 F
2.7954e-23 1.2379e-20 7.3478e-19 7.3789e-27 1.1841e+03 F
7.3043e+00 1.9836e-08 3.4735e-05 3.9673e-29 1.2874e+02 F
2.2159e-11 4.9218e-15 6.3169e-12 9.0370e-27 1.0690e+03 F
1.3630e+01 3.3100e-09 8.0869e-05 2.0656e-26 3.0793e+02 F
5.0296e+01 8.6256e-09 2.8828e-03 5.1997e-28 7.8347e+01 F
1.2134e+01 3.8102e-09 1.0260e-04 1.5472e-26 2.0471e+02 F
5.2105e-12 2.4118e-15 2.7953e-12 9.3510e-27 1.0507e+03 F
4.7416e+01 9.0661e-09 3.0639e-03 5.5354e-28 7.2835e+01 F
2.3891e+01 7.6870e-08 2.1354e-06 4.9586e-27 3.4196e+02 F
1.5170e+01 5.6327e-09 1.2909e-04 1.6444e-26 1.9276e+02 F
2.2234e+01 3.7080e-13 1.9919e-04 2.3779e-26 1.9011e+02 F
3.1672e+02 1.6432e-08 3.0064e-03 2.0727e-27 9.3378e+01 F
6.0964e-09 1.4440e-13 0.0000e+00 4.7091e-26 2.0282e+03 S
9.0368e-01 4.5041e-11 3.7347e-06 3.0974e-27 1.1861e+02 F
1.1689e+01 3.9535e-09 7.6067e-05 1.7988e-26 3.1892e+02 F
1.4809e-15 4.2047e-17 4.2785e-14 9.5519e-27 1.0395e+03 F
3.2914e+00 8.8306e-11 2.7697e-05 4.5164e-27 2.1249e+02 F
8.5352e+01 2.3800e-09 2.7351e-04 2.0625e-26 1.4637e+02 F
1.3433e+01 3.3619e-09 8.7305e-05 2.2374e-26 3.5399e+02 F
1.4112e-08 1.2304e-13 0.0000e+00 8.0545e-26 1.5472e+03 S
1.3410e+01 2.5454e-08 2.1421e-05 1.4468e-26 2.5899e+02 F
1.4855e+00 8.0622e-10 3.1649e-06 1.2479e-26 1.9068e+02 F
8.8900e-12 1.8049e-15 6.5367e-12 8.4444e-27 1.1061e+03 F
3.2124e-04 2.0930e-11 3.1184e-08 7.9078e-27 1.1486e+03 F
6.2451e+01 1.2984e-08 3.4809e-03 6.2760e-28 7.9754e+01 F
2.8041e+02 3.4475e-09 1.8300e-03 1.1853e-26 9.8269e+01 F
2.3146e+01 4.5485e-09 2.6818e-04 1.1852e-26 1.7560e+02 F
6.3174e-03 2.6818e-11 7.8553e-07 1.4716e-28 2.3183e+02 F
7.9180e-22 4.3072e-20 2.3592e-17 8.4838e-27 1.1036e+03 F
4.3735e-09 1.0446e-13 0.0000e+00 5.4352e-26 1.8869e+03 S
9.2212e-05 4.0979e-12 0.0000e+00 2.0579e-25 9.6421e+02 S
1.3239e+00 5.4600e-09 5.1089e-07 9.9787e-27 5.3615e+02 F
6.7344e-16 6.8609e-13 9.6332e-14 2.8352e-35 2.9375e+02 F
6.9957e-04 4.3560e-11 0.0000e+00 6.4225e-26 1.7606e+03 S
5.7090e-04 3.7072e-11 2.7387e-08 8.0419e-27 1.1342e+03 F
6.4095e-08 3.2944e-13 0.0000e+00 6.5164e-26 1.7214e+03 S
2.9576e+01 2.8687e-09 1.3780e-04 2.2984e-26 1.8549e+02 F
8.7908e-09 4.4891e-14 2.3657e-10 8.0888e-27 1.1304e+03 F
4.0171e+01 1.1218e-08 2.6559e-03 4.8005e-28 7.1787e+01 F
1.7969e-09 4.3548e-14 6.9112e-11 8.3205e-27 1.1143e+03 F
2.9063e-02 6.3835e-11 6.3950e-07 8.8340e-27 1.0856e+03 F
1.1445e-03 7.6372e-11 0.0000e+00 5.1417e-26 2.0232e+03 S
